,issue_key,author_key,status,start_date,end_date,calendar_duration,working_duration,task_cost
67,PYTHON-3026,shane.harvey,In Code Review,2021-11-30 22:19:04,2021-12-08 00:43:09,613445.0,0.0,0.0
68,PYTHON-3025,alexander.golin,Needs Triage,2021-11-30 21:33:15,2021-11-30 21:42:37,562.0,0.0,0.0
69,PYTHON-3025,JIRAUSER1253561,Scheduled,2021-11-30 21:33:15,2021-12-02 21:50:45,173850.0,0.0,0.0
70,PYTHON-3024,shane.harvey,Needs Triage,2021-11-22 21:53:24,2021-11-22 21:57:13,229.0,0.0,0.0
71,PYTHON-3024,shane.harvey,In Code Review,2021-11-22 21:53:24,2021-11-24 00:05:55,94351.0,0.0,0.0
72,PYTHON-3023,alexander.golin,Needs Triage,2021-11-19 19:09:53,2021-11-19 21:38:21,8908.0,0.0,0.0
73,PYTHON-3022,dbeng-pm-bot,Needs Triage,2021-11-18 18:05:17,2021-11-18 18:05:22,5.0,0.0,0.0
74,PYTHON-3022,shane.harvey,Waiting (Blocked),2021-11-18 18:05:17,2021-11-19 20:28:40,95003.0,0.0,0.0
75,PYTHON-3021,shane.harvey,Needs Triage,2021-11-18 01:30:10,2021-11-18 20:52:27,69737.0,0.0,0.0
76,PYTHON-3021,shane.harvey,Investigating,2021-11-18 01:30:10,2021-11-18 21:49:37,73167.0,0.0,0.0
77,PYTHON-3021,shane.harvey,In Code Review,2021-11-18 01:30:10,2021-11-19 00:29:41,82771.0,0.0,0.0
78,PYTHON-3020,shane.harvey,Needs Triage,2021-11-18 00:47:27,2021-11-18 01:01:03,816.0,0.0,0.0
79,PYTHON-3020,shane.harvey,In Progress,2021-11-18 00:47:27,2021-11-18 18:03:43,62176.0,3600.0,2.0
80,PYTHON-3019,shane.harvey,Needs Triage,2021-11-17 00:18:46,2021-11-17 00:20:29,103.0,0.0,0.0
81,PYTHON-3019,shane.harvey,In Code Review,2021-11-17 00:18:46,2021-11-17 01:15:20,3394.0,0.0,0.0
82,PYTHON-3018,alexander.golin,Needs Triage,2021-11-16 23:45:00,2021-11-19 21:33:36,251316.0,0.0,0.0
83,PYTHON-3018,JIRAUSER1253561,Scheduled,2021-11-16 23:45:00,2021-11-20 00:32:16,262036.0,0.0,0.0
84,PYTHON-3018,alexander.golin,In Progress,2021-11-16 23:45:00,2021-11-23 21:35:06,597006.0,90000.0,50.0
85,PYTHON-3018,shane.harvey,In Code Review,2021-11-16 23:45:00,2021-11-29 18:12:46,1103266.0,0.0,0.0
86,PYTHON-3017,shane.harvey,Needs Triage,2021-11-16 00:28:22,2021-11-16 00:28:34,12.0,0.0,0.0
87,PYTHON-3017,shane.harvey,In Progress,2021-11-16 00:28:22,2021-11-16 23:20:05,82303.0,2769.230769230769,1.5384615384615383
88,PYTHON-3016,alexander.golin,Needs Triage,2021-11-15 20:00:58,2021-11-19 21:37:52,351414.0,0.0,0.0
89,PYTHON-3015,behackett,Needs Triage,2021-11-12 09:36:11,2021-11-12 15:31:54,21343.0,0.0,0.0
90,PYTHON-3015,dbeng-pm-bot,Waiting for Reporter,2021-11-12 09:36:11,2021-11-14 16:53:54,199063.0,0.0,0.0
91,PYTHON-3015,behackett,Investigating,2021-11-12 09:36:11,2021-11-14 17:23:47,200856.0,0.0,0.0
92,PYTHON-121,mike,Open,2010-05-04 14:25:49,2010-05-19 13:09:10,1291401.0,0.0,0.0
93,PYTHON-3015,dbeng-pm-bot,Waiting for Reporter,2021-11-12 09:36:11,2021-11-15 05:58:21,246130.0,0.0,0.0
94,PYTHON-3015,behackett,Investigating,2021-11-12 09:36:11,2021-11-16 02:50:00,321229.0,0.0,0.0
95,PYTHON-3015,behackett,Waiting for Reporter,2021-11-12 09:36:11,2021-11-16 22:05:57,390586.0,0.0,0.0
96,PYTHON-3015,behackett,In Code Review,2021-11-12 09:36:11,2021-11-16 23:09:20,394389.0,0.0,0.0
97,PYTHON-3014,alexander.golin,Needs Triage,2021-11-12 00:20:43,2021-11-12 21:37:40,76617.0,0.0,0.0
98,PYTHON-3014,JIRAUSER1253561,In Code Review,2021-11-12 00:20:43,2021-11-15 20:02:04,330081.0,0.0,0.0
99,PYTHON-3013,shane.harvey,Needs Triage,2021-11-11 20:23:45,2021-11-11 20:24:00,15.0,0.0,0.0
100,PYTHON-3013,shane.harvey,In Progress,2021-11-11 20:23:45,2021-11-11 22:22:27,7122.0,0.0,0.0
101,PYTHON-3013,shane.harvey,In Code Review,2021-11-11 20:23:45,2021-11-12 00:36:59,15194.0,0.0,0.0
102,PYTHON-3012,dbeng-pm-bot,Needs Triage,2021-11-08 17:59:31,2021-11-08 17:59:36,5.0,0.0,0.0
103,PYTHON-3012,dbeng-pm-bot,Waiting (Blocked),2021-11-08 17:59:31,2021-11-10 15:56:38,165427.0,0.0,0.0
104,PYTHON-3012,alexander.golin,Needs Triage,2021-11-08 17:59:31,2021-11-12 21:36:17,358606.0,0.0,0.0
105,PYTHON-3011,shane.harvey,Needs Triage,2021-11-05 21:59:27,2021-11-05 21:59:45,18.0,0.0,0.0
106,PYTHON-3011,shane.harvey,In Progress,2021-11-05 21:59:27,2021-11-05 22:04:03,276.0,0.0,0.0
107,PYTHON-3011,shane.harvey,In Code Review,2021-11-05 21:59:27,2021-11-09 01:04:53,270326.0,0.0,0.0
108,PYTHON-3010,alexander.golin,Needs Triage,2021-11-05 20:19:55,2021-11-05 20:39:03,1148.0,0.0,0.0
109,PYTHON-3010,shane.harvey,Open,2021-11-05 20:19:55,2021-11-18 21:10:23,1126228.0,0.0,0.0
110,PYTHON-3010,JIRAUSER1253561,Scheduled,2021-11-05 20:19:55,2021-11-19 20:16:32,1209397.0,0.0,0.0
111,PYTHON-3009,alexander.golin,Needs Triage,2021-11-05 20:17:13,2021-11-05 20:38:37,1284.0,0.0,0.0
112,PYTHON-3009,shane.harvey,Open,2021-11-05 20:17:13,2021-11-18 21:10:40,1126407.0,0.0,0.0
113,PYTHON-3009,JIRAUSER1253561,Scheduled,2021-11-05 20:17:13,2021-11-19 20:17:40,1209627.0,0.0,0.0
114,PYTHON-3008,alexander.golin,Needs Triage,2021-11-05 20:16:25,2021-11-05 20:38:43,1338.0,0.0,0.0
115,PYTHON-3008,shane.harvey,Open,2021-11-05 20:16:25,2021-11-19 20:30:46,1210461.0,0.0,0.0
116,PYTHON-3008,alexander.golin,Scheduled,2021-11-05 20:16:25,2021-11-30 21:43:55,2165250.0,0.0,0.0
117,PYTHON-3008,JIRAUSER1253561,In Code Review,2021-11-05 20:16:25,2021-11-30 22:12:37,2166972.0,0.0,0.0
118,PYTHON-3007,shane.harvey,Needs Triage,2021-11-05 20:15:04,2021-11-05 20:28:15,791.0,0.0,0.0
119,PYTHON-3007,shane.harvey,In Code Review,2021-11-05 20:15:04,2021-11-05 22:39:56,8692.0,0.0,0.0
120,PYTHON-3006,shane.harvey,Needs Triage,2021-11-05 20:08:09,2021-11-05 20:08:24,15.0,0.0,0.0
121,PYTHON-3006,shane.harvey,In Progress,2021-11-05 20:08:09,2021-11-05 20:14:14,365.0,0.0,0.0
122,PYTHON-3006,shane.harvey,In Code Review,2021-11-05 20:08:09,2021-11-09 01:00:02,276713.0,0.0,0.0
123,PYTHON-3005,dbeng-pm-bot,Needs Triage,2021-11-05 17:21:26,2021-11-05 17:21:31,5.0,0.0,0.0
124,PYTHON-3005,dbeng-pm-bot,Waiting (Blocked),2021-11-05 17:21:26,2021-11-16 00:55:33,891247.0,0.0,0.0
125,PYTHON-3005,shane.harvey,Needs Triage,2021-11-05 17:21:26,2021-11-16 01:26:55,893129.0,0.0,0.0
126,PYTHON-3005,shane.harvey,In Progress,2021-11-05 17:21:26,2021-11-16 20:51:57,963031.0,20084.816117216116,11.158231176231176
127,PYTHON-3004,shane.harvey,Needs Triage,2021-11-04 21:41:15,2021-11-05 00:34:16,10381.0,0.0,0.0
128,PYTHON-3004,alexander.golin,Open,2021-11-04 21:41:15,2021-11-05 20:43:36,82941.0,0.0,0.0
129,PYTHON-3004,shane.harvey,Scheduled,2021-11-04 21:41:15,2021-11-10 01:20:02,445127.0,0.0,0.0
130,PYTHON-3004,shane.harvey,In Progress,2021-11-04 21:41:15,2021-11-12 00:38:48,615453.0,13887.01391941392,7.715007733007733
131,PYTHON-3004,shane.harvey,In Code Review,2021-11-04 21:41:15,2021-11-12 19:51:41,684626.0,0.0,0.0
132,PYTHON-3004,shane.harvey,In Progress,2021-11-04 21:41:15,2021-11-13 00:58:43,703048.0,13887.01391941392,7.715007733007733
133,PYTHON-3004,shane.harvey,In Code Review,2021-11-04 21:41:15,2021-11-16 00:24:17,960182.0,0.0,0.0
134,PYTHON-3003,shane.harvey,Needs Triage,2021-11-04 21:39:55,2021-11-05 00:34:06,10451.0,0.0,0.0
135,PYTHON-3003,alexander.golin,Open,2021-11-04 21:39:55,2021-11-05 20:43:27,83012.0,0.0,0.0
136,PYTHON-3003,shane.harvey,Scheduled,2021-11-04 21:39:55,2021-11-09 23:31:23,438688.0,0.0,0.0
137,PYTHON-3003,shane.harvey,In Progress,2021-11-04 21:39:55,2021-11-09 23:59:13,440358.0,8348.55238095238,4.638084656084656
138,PYTHON-3003,shane.harvey,In Code Review,2021-11-04 21:39:55,2021-11-11 00:49:47,529792.0,0.0,0.0
139,PYTHON-3002,shane.harvey,Needs Triage,2021-11-04 21:38:52,2021-11-05 00:25:41,10009.0,0.0,0.0
140,PYTHON-3002,shane.harvey,Scheduled,2021-11-04 21:38:52,2021-11-05 21:39:37,86445.0,0.0,0.0
141,PYTHON-3002,shane.harvey,In Progress,2021-11-04 21:38:52,2021-11-05 22:57:49,91137.0,3205.695238095238,1.7809417989417988
142,PYTHON-3002,shane.harvey,In Code Review,2021-11-04 21:38:52,2021-11-05 23:41:39,93767.0,0.0,0.0
143,PYTHON-3001,shane.harvey,Needs Triage,2021-11-04 21:37:25,2021-11-05 00:34:46,10641.0,0.0,0.0
144,PYTHON-3001,shane.harvey,Open,2021-11-04 21:37:25,2021-11-16 23:22:43,1043118.0,0.0,0.0
145,PYTHON-3001,shane.harvey,In Progress,2021-11-04 21:37:25,2021-11-16 23:57:39,1045214.0,22656.24468864469,12.586802604802605
146,PYTHON-3001,shane.harvey,In Code Review,2021-11-04 21:37:25,2021-11-17 01:00:07,1048962.0,0.0,0.0
147,PYTHON-3000,alexander.golin,Needs Triage,2021-11-04 20:50:24,2021-11-05 20:35:56,85532.0,0.0,0.0
148,PYTHON-2999,shane.harvey,Needs Triage,2021-11-04 00:09:36,2021-11-04 19:55:59,71183.0,0.0,0.0
149,PYTHON-2999,shane.harvey,In Code Review,2021-11-04 00:09:36,2021-11-04 21:42:00,77544.0,0.0,0.0
150,PYTHON-2998,shane.harvey,Needs Triage,2021-11-03 17:51:49,2021-11-03 17:55:48,239.0,0.0,0.0
151,PYTHON-2998,shane.harvey,Scheduled,2021-11-03 17:51:49,2021-11-03 22:10:56,15547.0,0.0,0.0
152,PYTHON-2998,shane.harvey,In Progress,2021-11-03 17:51:49,2021-11-04 20:33:18,96089.0,3120.785714285714,1.7337698412698412
153,PYTHON-2998,shane.harvey,In Code Review,2021-11-03 17:51:49,2021-11-05 00:27:06,110117.0,0.0,0.0
154,PYTHON-2997,behackett,Needs Triage,2021-11-03 11:39:44,2021-11-03 15:53:04,15200.0,0.0,0.0
155,PYTHON-2996,behackett,Needs Triage,2021-11-03 11:32:13,2021-11-03 16:14:57,16964.0,0.0,0.0
156,PYTHON-2996,behackett,Closed,2021-11-03 11:32:13,2021-11-03 16:19:43,17250.0,0.0,0.0
157,PYTHON-2995,behackett,Needs Triage,2021-11-03 11:27:44,2021-11-03 16:19:09,17485.0,0.0,0.0
158,PYTHON-2994,shane.harvey,Needs Triage,2021-11-02 22:36:27,2021-11-02 22:48:35,728.0,0.0,0.0
159,PYTHON-2993,alexander.golin,Needs Triage,2021-11-02 21:47:35,2021-11-05 20:35:43,254888.0,0.0,0.0
160,PYTHON-2992,JIRAUSER1253561,Needs Triage,2021-11-02 19:13:18,2021-11-02 19:13:40,22.0,0.0,0.0
161,PYTHON-2992,JIRAUSER1253561,Investigating,2021-11-02 19:13:18,2021-11-04 21:30:44,181046.0,0.0,0.0
162,PYTHON-2992,JIRAUSER1253561,In Code Review,2021-11-02 19:13:18,2021-11-09 00:19:45,536787.0,0.0,0.0
163,PYTHON-2990,shane.harvey,Needs Triage,2021-11-02 01:22:35,2021-11-02 01:24:25,110.0,0.0,0.0
164,PYTHON-2988,alexander.golin,Needs Triage,2021-11-01 21:30:45,2021-11-05 20:35:22,342277.0,0.0,0.0
165,PYTHON-2988,shane.harvey,Open,2021-11-01 21:30:45,2021-12-02 22:33:54,2682189.0,0.0,0.0
166,PYTHON-2987,shane.harvey,Needs Triage,2021-11-01 19:15:36,2021-11-01 20:16:47,3671.0,0.0,0.0
167,PYTHON-2986,dbeng-pm-bot,Needs Triage,2021-11-01 16:50:44,2021-11-01 16:50:49,5.0,0.0,0.0
168,PYTHON-2984,dbeng-pm-bot,Needs Triage,2021-11-01 16:35:00,2021-11-01 16:35:06,6.0,0.0,0.0
169,PYTHON-2984,shane.harvey,Waiting (Blocked),2021-11-01 16:35:00,2021-11-18 23:17:51,1492971.0,0.0,0.0
170,PYTHON-2984,shane.harvey,Open,2021-11-01 16:35:00,2021-11-19 00:19:22,1496662.0,0.0,0.0
171,PYTHON-2984,shane.harvey,In Code Review,2021-11-01 16:35:00,2021-11-19 20:26:44,1569104.0,0.0,0.0
172,PYTHON-2983,alexander.golin,Needs Triage,2021-10-29 17:48:00,2021-11-05 20:35:10,614830.0,0.0,0.0
173,PYTHON-2982,behackett,Needs Triage,2021-10-29 09:08:02,2021-10-29 14:33:31,19529.0,0.0,0.0
174,PYTHON-2982,alexander.golin,Waiting for Reporter,2021-10-29 09:08:02,2021-11-09 21:33:22,995120.0,0.0,0.0
175,PYTHON-2981,shane.harvey,Needs Triage,2021-10-28 19:24:01,2021-10-29 00:02:20,16699.0,0.0,0.0
176,PYTHON-2981,shane.harvey,In Progress,2021-10-28 19:24:01,2021-11-04 20:36:26,609145.0,13760.307692307693,7.644615384615385
177,PYTHON-2981,shane.harvey,Investigating,2021-10-28 19:24:01,2021-11-17 01:33:06,1663745.0,0.0,0.0
178,PYTHON-2981,shane.harvey,In Code Review,2021-10-28 19:24:01,2021-11-17 20:34:37,1732236.0,0.0,0.0
179,PYTHON-2980,alexander.golin,Needs Triage,2021-10-28 17:41:27,2021-10-29 17:39:58,86311.0,0.0,0.0
180,PYTHON-2979,alexander.golin,Needs Triage,2021-10-28 17:40:34,2021-10-29 17:40:48,86414.0,0.0,0.0
181,PYTHON-2979,shane.harvey,Open,2021-10-28 17:40:34,2021-11-05 20:23:44,700990.0,0.0,0.0
182,PYTHON-2975,alexander.golin,Needs Triage,2021-10-28 17:24:17,2021-10-29 17:40:29,87372.0,0.0,0.0
183,PYTHON-2975,alexander.golin,Open,2021-10-28 17:24:17,2021-11-04 16:57:44,603207.0,0.0,0.0
184,PYTHON-2974,alexander.golin,Needs Triage,2021-10-28 17:23:32,2021-10-29 17:39:01,87329.0,0.0,0.0
185,PYTHON-2974,alexander.golin,Open,2021-10-28 17:23:32,2021-11-04 16:57:29,603237.0,0.0,0.0
186,PYTHON-121,mike,Closed,2010-05-04 14:25:49,2010-05-24 11:18:44,1716775.0,0.0,0.0
187,PYTHON-2974,alexander.golin,Scheduled,2021-10-28 17:23:32,2021-12-02 19:50:25,3032813.0,0.0,0.0
188,PYTHON-2973,alexander.golin,Needs Triage,2021-10-27 14:56:46,2021-10-29 17:38:23,182497.0,0.0,0.0
189,PYTHON-2973,alexander.golin,In Code Review,2021-10-27 14:56:46,2021-11-02 17:12:49,526563.0,0.0,0.0
190,PYTHON-2972,alexander.golin,Needs Triage,2021-10-27 14:44:41,2021-10-29 17:35:21,183040.0,0.0,0.0
191,PYTHON-2971,alexander.golin,Needs Triage,2021-10-26 20:59:27,2021-10-29 17:48:48,247761.0,0.0,0.0
192,PYTHON-2971,JIRAUSER1253561,Scheduled,2021-10-26 20:59:27,2021-11-09 00:14:39,1134912.0,0.0,0.0
193,PYTHON-2970,dbeng-pm-bot,Needs Triage,2021-10-25 21:21:53,2021-10-25 21:21:59,6.0,0.0,0.0
194,PYTHON-2969,shane.harvey,Needs Triage,2021-10-23 09:49:15,2021-10-26 17:31:06,286911.0,0.0,0.0
195,PYTHON-2967,alexander.golin,Needs Triage,2021-10-22 18:14:43,2021-10-22 18:17:21,158.0,0.0,0.0
196,PYTHON-2966,shane.harvey,Needs Triage,2021-10-21 23:20:47,2021-10-21 23:22:47,120.0,0.0,0.0
197,PYTHON-2966,shane.harvey,In Code Review,2021-10-21 23:20:47,2021-10-22 21:43:30,80563.0,0.0,0.0
198,PYTHON-2965,alexander.golin,Needs Triage,2021-10-21 19:24:49,2021-10-22 18:13:18,82109.0,0.0,0.0
199,PYTHON-2964,alexander.golin,Needs Triage,2021-10-21 18:13:53,2021-10-22 18:16:48,86575.0,0.0,0.0
200,PYTHON-2963,alexander.golin,Needs Triage,2021-10-21 18:10:26,2021-10-22 18:16:59,86793.0,0.0,0.0
201,PYTHON-2962,alexander.golin,Needs Triage,2021-10-20 21:27:16,2021-10-22 18:12:30,161114.0,0.0,0.0
202,PYTHON-2962,alexander.golin,Scheduled,2021-10-20 21:27:16,2021-10-29 17:51:33,764657.0,0.0,0.0
203,PYTHON-2961,alexander.golin,Needs Triage,2021-10-20 20:46:55,2021-10-22 18:10:48,163433.0,0.0,0.0
204,PYTHON-2960,dbeng-pm-bot,Needs Triage,2021-10-20 20:46:51,2021-10-20 20:46:53,2.0,0.0,0.0
205,PYTHON-2957,dbeng-pm-bot,Needs Triage,2021-10-20 17:58:03,2021-10-20 17:58:09,6.0,0.0,0.0
206,PYTHON-2957,dbeng-pm-bot,Waiting (Blocked),2021-10-20 17:58:03,2021-11-10 16:11:47,1808024.0,0.0,0.0
207,PYTHON-2957,alexander.golin,Needs Triage,2021-10-20 17:58:03,2021-11-11 21:50:39,1914756.0,0.0,0.0
208,PYTHON-2957,alexander.golin,Open,2021-10-20 17:58:03,2021-11-19 21:41:46,2605423.0,0.0,0.0
209,PYTHON-2957,alexander.golin,Scheduled,2021-10-20 17:58:03,2021-11-23 21:34:56,2950613.0,0.0,0.0
210,PYTHON-2957,alexander.golin,In Progress,2021-10-20 17:58:03,2021-11-30 21:44:07,3555964.0,615658.5,342.0325
211,PYTHON-2957,JIRAUSER1253561,In Code Review,2021-10-20 17:58:03,2021-11-30 23:04:23,3560780.0,0.0,0.0
212,PYTHON-2956,dbeng-pm-bot,Needs Triage,2021-10-20 17:54:17,2021-10-20 17:54:23,6.0,0.0,0.0
213,PYTHON-2955,dbeng-pm-bot,Needs Triage,2021-10-20 17:09:47,2021-10-20 17:09:52,5.0,0.0,0.0
214,PYTHON-2955,dbeng-pm-bot,Waiting (Blocked),2021-10-20 17:09:47,2021-10-20 21:03:22,14015.0,0.0,0.0
215,PYTHON-2955,alexander.golin,Needs Triage,2021-10-20 17:09:47,2021-10-22 18:18:02,176895.0,0.0,0.0
216,PYTHON-2954,dbeng-pm-bot,Needs Triage,2021-10-20 14:34:31,2021-10-20 14:34:36,5.0,0.0,0.0
